"Aca_ca"	"All_ma"	"Amp_sp"	"Ant_lo"	"Bat_de"	"Bla_br"	"Cap_ow"	"Cat_an"	"Chr_pe"	"Cop_ci"	"Cor_li"	"Dic_pu"	"Enc_cu"	"Enc_in"	"Ent_bi"	"Ent_hi"	"Fon_al"	"Gan_pr"	"Ich_ho"	"Lei_ma"	"Mit_da"	"Mon_br"	"Mor_ve"	"Nae_gr"	"Nem_pa"	"Nos_ce"	"Par_at"	"Par_sa"	"Par_tr"	"Phy_in"	"Pla_fa"	"Pol_pa"	"Roz_al"	"Sal_ro"	"Sch_po"	"Sph_ar"	"Spi_pu"	"The_tr"	"Tox_go"	"Try_br"	"Ust_ma"
"KOG2847"	0	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	2	1	0	2	1	2	1	0	0	1	0	1	2	0	1	2	0	0	1	1	3	0	0	1
"KOG2848"	1	3	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	2	3	0	0	1	0	2	1	1	1	0	1	1	3	1	0	2	0	1
"KOG2852"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	2	1	1	1	0	0	1
"KOG2854"	3	2	0	0	1	1	1	1	1	1	1	1	0	0	0	2	1	1	2	3	2	1	1	1	1	0	1	0	1	2	0	1	2	1	1	1	1	1	1	2	1
"KOG2855"	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	3	0	0	1	1	0	1	0	1	0	0	0	0	0	2	0	1	2	0	1	1	0	0	1	1	1
"KOG2861"	0	8	1	0	3	3	2	3	3	3	3	2	1	1	1	0	1	3	1	1	4	2	2	0	1	1	1	2	4	2	2	1	8	2	2	3	3	0	2	1	3
"KOG2862"	2	6	0	0	1	2	3	1	3	1	1	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	1	1	1	0	1
"KOG2865"	1	2	0	0	1	1	1	1	1	2	1	1	0	0	0	0	1	1	0	1	0	1	1	2	0	0	1	1	1	1	0	1	2	1	0	2	1	1	0	1	1
"KOG2870"	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	1	3	0	0	3	0	1	0	1	1	0	0	0	1
"KOG2872"	1	5	0	0	1	1	1	0	1	1	1	1	0	0	0	0	2	1	1	0	0	1	2	0	0	0	1	0	3	1	1	1	1	1	1	1	1	1	1	0	1
"KOG2873"	1	2	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	2	1	0	1	0	2	1	1	1	1	0	0	1
"KOG2876"	1	0	0	0	1	0	1	0	2	1	2	1	0	0	0	0	0	1	2	0	0	1	2	0	0	0	2	0	2	1	0	1	0	1	0	2	1	2	1	0	1
"KOG2877"	7	7	1	0	1	2	3	2	3	1	3	4	1	1	0	10	2	1	2	1	2	1	2	5	1	1	6	1	10	3	1	4	4	1	0	5	2	3	2	1	1
"KOG2878"	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	1	0	0	2	0	0	0	1	0	0	0	1
"KOG2882"	1	4	0	0	1	1	2	3	1	1	1	1	0	0	0	0	0	1	1	2	2	1	1	1	0	0	0	0	2	2	1	0	2	1	1	1	1	1	2	1	1
"KOG2892"	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	2	1	1	2	1	1	1	0	1	1	0	1
"KOG2893"	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	4	1	1	0	2	0	0	1	1	0	1	0	1
"KOG2894"	1	2	0	0	1	2	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	2	0	2	1	1	1	2	1	1	1	1	1	1	0	1
"KOG2898"	0	0	1	0	1	0	2	0	1	0	1	1	0	1	1	0	1	1	1	0	2	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	2	0	0	0
"KOG2900"	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1
"KOG2901"	1	3	0	0	1	2	4	2	1	1	1	1	0	0	0	0	1	1	0	1	0	1	2	1	0	0	1	0	3	1	0	1	0	1	0	1	1	1	0	1	1
"KOG2902"	0	4	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	2	0	3	1	1	0	0	1	1	1	1	0	1	0	1
"KOG2904"	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	0	1	0	0	0	0	0	0	1	0	0	2	1	1	1	1	0	0	1	1
"KOG2909"	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
"KOG2912"	1	3	0	0	1	1	1	1	1	1	0	4	0	0	0	0	2	1	0	0	0	1	1	1	0	0	1	1	3	1	1	1	0	1	1	1	1	1	1	0	1
"KOG2914"	3	4	0	0	1	2	2	2	2	3	1	0	0	0	0	6	0	2	1	0	2	0	1	0	0	0	2	1	3	2	0	0	2	0	2	3	1	1	0	0	2
"KOG2922"	0	7	0	1	5	4	0	3	2	3	1	0	1	1	1	0	0	7	0	0	0	1	6	1	1	2	17	0	6	9	0	0	2	1	0	1	3	1	0	0	3
"KOG2926"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	1	2	1	1	0	0	1	1	0	0
"KOG2938"	3	2	0	0	0	1	0	1	1	2	0	1	0	0	0	2	0	1	0	2	0	1	0	1	0	0	0	0	3	2	0	1	0	1	3	1	0	1	0	1	2
"KOG2940"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	5	1	0	1	0	1	0	1	1	1	0	1	1
"KOG2941"	1	4	0	0	1	1	1	2	1	1	1	1	0	0	0	1	1	1	0	1	2	1	1	1	0	0	2	1	4	1	0	1	2	2	0	1	1	1	1	1	1
"KOG2943"	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"KOG2944"	1	5	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	2	2	0	0	0	2	1	2	0	1	1	2	2	1	2	1	2	1	0	1
"KOG2947"	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0
"KOG2949"	1	2	0	0	2	1	1	1	1	2	2	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1
"KOG2951"	2	2	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	2	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	2	1	2	1
"KOG2954"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"KOG2957"	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
"KOG2958"	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	1
"KOG2960"	0	2	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
"KOG2964"	1	2	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	1
"KOG2965"	0	2	0	0	1	1	2	1	1	1	0	0	0	0	0	2	0	1	0	1	2	1	1	2	0	0	0	1	1	2	1	0	0	1	2	0	1	0	0	0	1
"KOG2970"	1	2	0	2	1	1	1	1	0	1	0	0	1	1	1	0	2	3	0	0	4	0	2	0	1	1	2	0	1	0	0	0	2	0	1	1	1	0	0	0	1
"KOG2986"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	2	0	2	1	1	1	0	0	2	1	2	1	0	1	4	1	1	1	1	1	1	0	1
"KOG2987"	0	5	0	0	1	1	2	1	1	1	0	1	0	0	0	0	1	1	0	4	2	2	2	2	0	0	3	1	1	1	0	1	0	0	1	0	1	1	1	1	1
"KOG2989"	1	2	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	2	1	1	2	0	1	1	0	1	1	1	1	2	0	1	2	1	0	1	0	1
"KOG2998"	2	3	1	0	1	1	1	1	1	0	1	4	0	0	0	0	0	1	0	2	0	1	1	11	0	0	2	0	3	8	0	4	2	1	0	1	1	3	2	1	0
"KOG3006"	2	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1
"KOG3007"	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
"KOG3008"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	2	0	1	1	0	0	1	0	3	1	0	3	2	1	0	0	1	1	0	0	1
"KOG3009"	0	2	0	0	1	1	1	2	1	1	1	1	0	0	0	1	0	1	0	0	0	1	2	1	0	0	2	0	0	1	0	1	0	1	1	1	1	1	0	0	1
"KOG3010"	1	0	0	0	0	0	1	0	2	3	1	7	0	0	0	0	0	3	0	0	0	1	1	1	0	0	1	0	0	0	0	4	0	1	2	0	0	0	0	0	1
"KOG3015"	1	2	0	0	1	1	1	2	1	1	1	1	0	0	0	0	1	1	0	1	2	1	1	1	0	0	1	0	2	1	0	1	2	1	0	0	1	1	0	1	1
"KOG3016"	0	2	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	1	1	0	0	0	2	0	0	0	0	1	0	0	1
"KOG3018"	2	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2	0	1	2	0	0	1	1	0	0	1	0
"KOG3019"	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	1	0	1	0	0	1	0	0
"KOG3023"	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0
"KOG3025"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG3029"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	1	0
"KOG3030"	0	9	0	3	1	3	1	5	3	5	2	2	1	1	2	8	1	2	3	1	0	2	4	1	1	1	2	1	3	4	0	1	2	1	1	3	5	1	0	4	1
"KOG3035"	0	2	0	0	2	1	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	9	0	0	2	1	1	1	4	1	0	1	0
"KOG3040"	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1
"KOG3042"	0	2	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0
"KOG3043"	1	4	0	0	1	3	0	1	1	11	2	0	0	0	0	0	1	7	0	1	0	1	3	2	0	0	3	0	4	1	0	0	2	2	2	0	3	1	0	0	2
"KOG3049"	3	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	2	2	1	2	0	0	0	3	1	2	2	1	1	2	1	1	1	1	0	1	2	1
"KOG3052"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	2	1	2	1	0	0	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1
"KOG3055"	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	2	1	0	0	0	1	1	1	1	0	0	0	0
"KOG3057"	1	0	0	0	1	2	1	1	0	1	2	1	0	0	0	0	1	1	0	0	2	2	2	0	0	0	1	1	0	1	0	1	2	2	1	2	0	1	0	0	1
"KOG3058"	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	5	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	8	0
"KOG3059"	2	3	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	2	0	1	0	0	1	1	1	2	1	0	1	2	1	1	1	1	1	1	1	1
"KOG3071"	5	4	0	0	2	2	3	2	4	1	3	5	0	0	0	0	1	7	0	2	0	5	4	5	0	0	6	0	6	4	1	6	0	3	1	3	2	7	1	1	1
"KOG3072"	4	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	13	0	2	2	1	1	0	0	1	0	1	2	0	0	3	1	1	1	4	2	3	2
"KOG3075"	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	0	1
"KOG3076"	1	3	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	0	2	1	0	1	0	0	1	0	1	0	0	0	1
"KOG3077"	4	3	0	0	0	1	3	2	2	2	2	1	0	0	0	1	0	3	2	2	0	2	2	2	0	0	6	0	18	2	0	2	2	2	1	1	2	5	1	2	1
"KOG3078"	4	14	0	0	4	4	3	4	6	2	5	3	0	0	0	1	2	3	1	6	2	4	2	6	1	0	3	2	6	11	3	2	2	5	1	2	5	3	5	6	2
"KOG3079"	1	8	3	0	4	3	1	4	2	1	3	1	1	1	0	2	1	4	1	1	2	3	2	2	0	0	2	1	2	2	1	1	4	4	1	2	4	3	3	1	1
"KOG3093"	1	2	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	4	1	0	0	2	1	1	1	1	1	0	0	1
"KOG3099"	0	0	0	0	0	0	2	0	2	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0
"KOG3101"	1	0	0	0	1	1	3	1	1	1	1	1	0	0	0	0	0	1	0	0	0	2	1	1	0	0	1	0	2	1	0	1	0	3	0	1	1	1	0	0	1
"KOG3110"	0	2	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	2	2	1	1	1	0	0	1	0	2	1	1	1	2	1	1	1	1	1	1	1	1
"KOG3111"	1	1	0	3	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	2	0	0	1	1	0	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1
"KOG3114"	1	2	0	0	2	1	0	2	2	1	0	1	0	0	0	2	1	1	1	0	0	0	2	1	0	0	1	1	2	1	0	1	2	0	0	1	1	1	0	0	0
"KOG3124"	0	2	0	0	1	1	1	1	1	1	1	2	0	0	0	0	1	0	0	1	0	2	3	1	0	0	0	0	3	2	1	1	0	2	1	1	2	0	2	1	1
"KOG3125"	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	2	0	1	0
"KOG3126"	1	4	0	0	1	1	1	1	2	1	1	0	0	0	0	0	1	1	3	0	2	1	2	0	0	0	1	1	1	2	0	0	2	1	1	1	1	1	0	0	1
"KOG3127"	1	4	0	0	2	2	1	2	1	1	1	0	0	0	0	0	1	1	0	0	2	2	1	0	1	0	1	0	1	2	0	0	0	2	1	1	1	1	2	0	1
"KOG3128"	0	2	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	2	0	2	2	0	0	0	1	0	1	1	0	0	0	0
"KOG3130"	0	2	0	0	1	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0
"KOG3140"	2	6	0	0	2	3	5	1	4	3	2	7	0	0	0	2	1	0	1	1	0	1	4	1	0	0	2	0	6	4	2	3	0	2	1	6	1	4	1	1	4
"KOG3143"	1	2	0	0	2	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	1	0	1	2	0	0	0	1	1	2	2	1	0	0	1
"KOG3145"	1	2	0	0	1	1	1	3	1	0	1	2	0	0	0	0	1	3	2	0	0	1	2	1	0	0	3	0	2	1	0	1	2	2	0	3	1	0	0	0	1
"KOG3146"	1	2	0	0	1	1	2	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	2	0	1	0	0	1	0	1	0	0	0	1
"KOG3147"	1	2	1	2	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	2	1	1	1	1	1	0	1	1	1	0	1	2	2	1	1	1	1	0	1	1
"KOG3148"	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	2	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	2	0	1	0	2	0	0	0	1	1
"KOG3153"	2	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	3	1	1	1	2	1	0	1	1	0	1	0	2
"KOG3157"	1	2	0	0	1	2	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1
"KOG3159"	2	2	0	0	0	1	1	2	0	2	1	2	0	0	0	2	1	1	0	1	2	1	1	2	0	0	0	0	2	1	2	1	2	1	1	0	0	1	1	1	1
"KOG3177"	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1
"KOG3179"	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	1
"KOG3180"	0	3	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	2	1	1	1	0	0	1	1	1
"KOG3182"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	2	0	1	1	2	0	0	1	0	2	1	0	0	2	1	1	1	1	1	0	1	1
"KOG3189"	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	0	1	2	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
"KOG3193"	0	5	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	2	2	0	8	1	0	0	0	1	0	3	0	0	0	0	3	0	0	0	0	0	2	0
"KOG3195"	1	2	0	0	1	1	2	1	1	1	1	2	0	0	0	1	1	1	1	1	0	1	1	1	0	0	2	1	2	1	1	2	2	1	1	1	0	0	1	1	0
"KOG3196"	1	3	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	2	1	0	1	0	1	1	1	1	1	0	1	1
"KOG3197"	1	2	0	0	1	1	2	1	1	1	1	1	0	0	0	2	1	1	1	1	2	1	1	1	0	0	5	1	0	1	0	1	2	2	1	1	1	0	1	1	1
"KOG3199"	3	3	1	0	1	1	1	2	2	1	1	1	0	0	0	3	1	1	1	1	2	1	1	2	0	0	1	1	2	0	0	1	2	1	1	0	1	0	0	1	2
"KOG3200"	2	0	0	0	1	0	2	0	1	1	1	2	0	0	0	0	0	0	1	1	0	1	1	2	0	0	1	0	0	2	0	1	0	1	0	1	1	2	0	1	0
"KOG3209"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"KOG3210"	1	4	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	2	1	2	1	0	1	1	0	1	0	1
"KOG3212"	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0
"KOG3216"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
"KOG3220"	2	2	0	0	1	1	6	1	2	1	1	1	0	1	0	2	2	0	1	2	2	1	1	2	0	0	1	1	2	1	1	1	2	1	1	1	1	1	0	1	1
"KOG3221"	0	2	0	0	1	1	1	1	2	2	1	0	0	0	0	0	1	1	1	0	0	2	1	0	0	0	1	0	2	0	0	0	2	2	0	0	1	0	0	0	1
"KOG3222"	1	2	0	0	1	2	1	1	1	1	1	1	2	2	0	1	1	1	0	1	4	1	1	1	1	1	1	1	4	1	1	1	2	1	1	1	2	1	1	1	1
"KOG3234"	0	2	1	1	1	1	1	1	0	1	1	1	1	1	0	2	1	1	1	1	2	1	1	1	1	1	2	1	4	1	1	1	2	1	1	1	1	1	1	1	1
"KOG3235"	1	3	1	3	1	1	1	1	1	1	1	1	0	1	0	6	1	1	1	1	2	1	1	1	1	0	2	0	1	1	1	1	2	1	1	1	1	0	1	1	1
"KOG3238"	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	1	0	0
"KOG3240"	0	2	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	3	1	3	1	1	1	1	2	0	2	1	2	1	1	1
"KOG3243"	1	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	3	2	0	0	0	1	1	1	1	0	0	0	1
"KOG3244"	1	2	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	2	0	1	1	0	0	5	1	1	1	1	1	0	0	0	0	1	1	1	1	1
"KOG3256"	0	2	0	0	1	1	1	2	0	1	1	1	0	0	0	0	1	1	0	0	0	1	2	0	0	0	2	0	1	1	0	1	0	1	0	1	1	1	0	0	1
"KOG3266"	1	2	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
"KOG3267"	2	3	0	0	1	3	1	3	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1
"KOG3272"	1	2	1	0	1	1	0	1	1	1	1	1	0	0	0	4	1	1	0	1	2	1	1	1	0	0	3	1	2	2	0	1	2	1	0	1	1	1	1	1	1
"KOG3277"	1	1	0	0	3	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	2	1	1	1	0	1	0	1	1	0	0	1	1
"KOG3290"	0	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	3	0	0	0	1	1	1	0	0	3	1	1	1	0	1	0	1	0	3	1	1	0	0	1
"KOG3292"	1	4	0	0	0	1	1	1	1	1	1	2	0	0	0	0	1	1	0	1	0	1	2	0	0	0	2	1	2	2	0	1	2	1	1	1	1	1	0	0	1
"KOG3299"	0	2	0	0	0	1	1	1	1	2	2	1	0	0	0	1	0	1	0	1	0	2	1	0	0	0	0	0	1	2	0	0	0	1	2	3	2	1	1	1	2
"KOG3300"	0	2	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	2	1	0	0	0	1	0	1	1	1	0	0	1
"KOG3307"	0	0	0	0	1	0	2	0	1	1	2	1	0	0	0	0	0	1	1	0	0	2	1	0	0	0	1	0	3	1	0	1	0	2	0	2	1	1	1	0	1
"KOG3308"	1	1	0	0	0	1	2	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1
"KOG3309"	1	3	1	1	1	1	2	1	2	1	3	1	1	1	0	0	1	1	1	5	2	1	2	2	1	0	1	0	0	5	1	1	2	2	1	2	1	1	2	1	1
"KOG3310"	0	2	0	0	2	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1
"KOG3318"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	2	1	1	1	7	0	1	1	1	0	0	1	0	1	1	0	1	2	1	1	1	1	1	0	1	1
"KOG3319"	1	2	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	4	1	2	1	1	1	1	1	2	1	0	1	2	1	1	0	1	1	0	0	1
"KOG3327"	0	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	0	2	1	0	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"KOG3328"	0	9	0	0	2	3	1	2	1	1	1	4	0	0	0	0	0	2	0	0	0	1	3	0	0	0	2	0	0	0	0	3	0	1	1	0	2	2	0	0	2
"KOG3338"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	1	0	1	1	0
"KOG3339"	2	2	1	0	1	1	1	1	2	1	1	1	0	0	0	2	1	1	0	1	2	1	1	1	1	0	0	0	0	1	1	1	2	1	0	2	0	1	1	1	0
"KOG3340"	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	5	0	4	0	0	0	0	0	0	0
"KOG3347"	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	3	1	1	1	1	2	1	1	1	1	0	1	1	0	1	1	1	2	0	1	2	1	1	1	1	1
"KOG3349"	1	2	1	0	1	1	1	2	1	1	1	1	0	0	0	2	1	1	0	1	0	1	1	1	2	0	1	1	1	1	1	1	2	1	0	1	1	3	0	1	1
"KOG3351"	2	3	0	0	1	1	5	1	1	1	2	1	0	0	0	5	1	1	1	1	0	0	1	1	0	0	1	1	3	1	0	1	0	1	1	0	1	2	0	1	1
"KOG3352"	0	2	0	0	1	1	1	2	1	1	1	0	0	0	0	0	0	1	0	0	4	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1
"KOG3354"	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1
"KOG3360"	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0
"KOG3361"	0	2	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	2	1	1	1	1	0	1	0	1	1	1	1	2	1	0	1	2	1	1	1	1
"KOG3365"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	2	0	0	0	1	1	1	0	0	1	0	2	1	0	1	0	1	0	1	1	1	0	0	1
"KOG3366"	0	1	0	0	1	1	0	1	2	1	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	1	0	2	0	0	0	1
